Address,Status,Property Type,Price,Price per sqft,HOA Fees,Bed,Bath,Size,Garage,Year Built,Street,City,State,Zip
"315 E 12th St Apt A, New York, NY 10003",For Sale,Co-op,"995,000",545,1243,2,1,No Info,1,2017,315 E 12th St Apt A, New York,NY,10003
"345 7th Ave Unit 1, Brooklyn, NY 11215",For Sale,Townhouse,"2,499,000",1382,1243,5,2,"1,808",1,2017,345 7th Ave Unit 1, Brooklyn,NY,11215
"301 W 53rd St Unit 19CD, New York, NY 10019",For Sale,Condo,"2,499,999",1515,1510,3,2,"1,650",1,1980,301 W 53rd St Unit 19CD, New York,NY,10019
"10 Lenox Ave Unit 7B, Manhattan, NY 10026",For Sale,Condo,"2,249,000",1366,1483,3,2,"1,646",1,2019,10 Lenox Ave Unit 7B, Manhattan,NY,10026
"302 E 96th St Apt 1503, Manhattan, NY 10128",For Sale,Condo,"2,315,000",1634,1616,2,3,"1,417",1,2018,302 E 96th St Apt 1503, Manhattan,NY,10128
"300 W 122nd St Apt 12E, New York, NY 10027",For Sale,Condo,"1,420,000",1298,1011,2,2,"1,094",1,2020,300 W 122nd St Apt 12E, New York,NY,10027
"302 E 96th St Ph 3S, Manhattan, NY 10128",For Sale,Condo,"2,000,000",1970,1165,2,2,"1,015",1,2018,302 E 96th St Ph 3S, Manhattan,NY,10128
"115-18 123rd St, Jamaica, NY 11420",For Sale,Single Family,"450,000",1970,1165,2,1,No Info,1,1920,115-18 123rd St, Jamaica,NY,11420
"148-19 Sutter Ave, South Ozone Park, NY 11436",For Sale,Single Family,"599,000",1970,1165,3,3,No Info,1,1925,148-19 Sutter Ave, South Ozone Park,NY,11436
"94-38 113 St, Richmond Hill South, NY 11419",For Sale,Single Family,"599,000",1970,1165,3,1,No Info,1,1901,94-38 113 St, Richmond Hill South,NY,11419
"738 E 242nd St, Bronx, NY 10470",For Sale,Single Family,"565,000",339,1165,3,1,"1,665",1,1960,738 E 242nd St, Bronx,NY,10470
"86-10 231st St, Queens Village, NY 11427",For Sale,Co-op,"249,000",339,677,2,1,No Info,1,1955,86-10 231st St, Queens Village,NY,11427
"55 Wall St Apt 635, New York, NY 10005",For Sale,Condo,"550,000",952,1245,No Info,1,578,1,1842,55 Wall St Apt 635, New York,NY,10005
"99-60 63rd Rd Unit 1R, Rego Park, NY 11374",For Sale,Condo,"270,000",952,675,1,1,No Info,1,1952,99-60 63rd Rd Unit 1R, Rego Park,NY,11374
"35-05 72nd St Unit 2A, Jackson Heights, NY 11372",For Sale,Co-op,"519,000",519,1121,2,1,"1,000",1,1936,35-05 72nd St Unit 2A, Jackson Heights,NY,11372
"30-23 86th St, East Elmhurst, NY 11369",For Sale,Single Family,"850,000",519,1121,4,1,No Info,1,1945,30-23 86th St, East Elmhurst,NY,11369
"426 Harold Ave, Staten Island, NY 10312",For Sale,Single Family,"974,900",508,1121,4,3,"1,920",1,1996,426 Harold Ave, Staten Island,NY,10312
"110 71st Rd # C, New York, NY 11375",For Sale,Co-op,"389,000",508,846,1,1,No Info,1,1957,110 71st Rd # C, New York,NY,11375
"136-05 Sanford Ave Unit 6P, Flushing, NY 11355",For Sale,Co-op,"308,000",508,664,1,1,No Info,1,1929,136-05 Sanford Ave Unit 6P, Flushing,NY,11355
"415 E 52nd St Apt 9FB, New York, NY 10022",For Sale,Co-op,"525,000",508,1338,No Info,1,No Info,1,1956,415 E 52nd St Apt 9FB, New York,NY,10022
"3718 Laurel Ave, Brooklyn, NY 11224",For Sale,Multi-Family,"979,000",546,298,4,3,"1,792",1,1920,3718 Laurel Ave, Brooklyn,NY,11224
"2311 Gerritsen Ave Apt 3C, Brooklyn, NY 11229",For Sale,Condo,"589,000",557,258,3,2,"1,057",1,2003,2311 Gerritsen Ave Apt 3C, Brooklyn,NY,11229
"3818 Laurel Ave, Brooklyn, NY 11224",For Sale,Multi-Family,"959,000",422,371,6,3,"2,272",1,1960,3818 Laurel Ave, Brooklyn,NY,11224
"127 Holly St, Staten Island, NY 10304",For Sale,Single Family,"1,395,000",664,371,4,3,"2,100",1,1999,127 Holly St, Staten Island,NY,10304
"3604 Avenue S, Brooklyn, NY 11234",For Sale,Multi-Family,"795,000",598,371,3,2,"1,330",1,1940,3604 Avenue S, Brooklyn,NY,11234
"57-39 255th St, Little Neck, NY 11362",For Sale,Single Family,"1,098,888",825,371,4,2,"1,332",1,1950,57-39 255th St, Little Neck,NY,11362
"2650 Ocean Pkwy Apt 4K, Brooklyn, NY 11235",For Sale,Co-op,"259,000",447,562,No Info,1,580,1,1950,2650 Ocean Pkwy Apt 4K, Brooklyn,NY,11235
"94-31 59th Ave Unit 6G, Elmhurst, NY 11373",For Sale,Co-op,"399,900",410,716,2,1,975,1,1960,94-31 59th Ave Unit 6G, Elmhurst,NY,11373
"25-39 Boody St, Woodside, NY 11377",For Sale,Multi-Family,"1,280,000",410,716,5,3,No Info,1,1960,25-39 Boody St, Woodside,NY,11377
"201 W 21st St Apt 14K, New York, NY 10011",For Sale,Co-op,"495,000",410,1193,No Info,1,No Info,1,1961,201 W 21st St Apt 14K, New York,NY,10011
"114 E 72nd St Units 19 & 20C, New York, NY 10021",For Sale,Co-op,"4,300,000",410,6479,3,2,No Info,1,1963,114 E 72nd St Units 19 & 20C, New York,NY,10021
"1070 Park Ave Unit 1D, Manhattan, NY 10128",For Sale,Co-op,"485,000",441,6107,2,1,"1,100",1,1928,1070 Park Ave Unit 1D, Manhattan,NY,10128
"49 Chambers St Apt 15H, New York, NY 10007",For Sale,Condo,"2,600,000",1782,1229,2,2,"1,459",1,1910,49 Chambers St Apt 15H, New York,NY,10007
"497 Greenwich St Unit 6B, Manhattan, NY 10013",For Sale,Condo,"2,495,000",1502,1340,2,1,"1,661",1,1915,497 Greenwich St Unit 6B, Manhattan,NY,10013
"201 E 80th St Apt 5I, Manhattan, NY 10075",For Sale,Condo,"2,425,000",1423,1765,2,2,"1,704",1,1996,201 E 80th St Apt 5I, Manhattan,NY,10075
"25 E 83rd St Unit 7 /D, Manhattan, NY 10028",For Sale,Co-op,"1,475,000",1392,2930,1,2,"1,060",1,1937,25 E 83rd St Unit 7 /D, Manhattan,NY,10028
"8873 18th Ave, Brooklyn, NY 11214",For Sale,Multi-Family,"1,350,000",682,2930,4,2,"1,980",1,1950,8873 18th Ave, Brooklyn,NY,11214
"320 E 57th St Unit 3BC, New York, NY 10022",For Sale,Co-op,"1,990,000",926,4541,3,3,"2,150",1,1927,320 E 57th St Unit 3BC, New York,NY,10022
"446 W 23rd St Unit E, New York, NY 10011",For Sale,Co-op,"1,995,000",926,1806,2,1,No Info,1,1905,446 W 23rd St Unit E, New York,NY,10011
"34 Plaza St E Apt 1006, Brooklyn, NY 11238",For Sale,Co-op,"697,500",900,1289,1,1,775,1,1957,34 Plaza St E Apt 1006, Brooklyn,NY,11238
"350 W 23rd St Ph B, New York, NY 10011",For Sale,Condo,"5,750,000",2263,2068,3,2,"2,541",1,2010,350 W 23rd St Ph B, New York,NY,10011
"108 W 78th St Apt 3, New York, NY 10024",For Sale,Co-op,"1,800,000",2263,2177,3,2,No Info,1,1900,108 W 78th St Apt 3, New York,NY,10024
"305 Second Ave Unit 539, New York, NY 10003",For Sale,Condo,"1,485,000",1654,392,1,1,898,1,1899,305 Second Ave Unit 539, New York,NY,10003
"1165 Fifth Ave Unit 6B, New York, NY 10029",For Sale,Co-op,"3,900,000",1654,6321,4,3,No Info,1,1926,1165 Fifth Ave Unit 6B, New York,NY,10029
"6712 12th Ave, Brooklyn, NY 11219",For Sale,Multi-Family,"1,688,000",844,6321,8,2,"2,000",1,1930,6712 12th Ave, Brooklyn,NY,11219
"1913 67th St, Brooklyn, NY 11204",For Sale,Multi-Family,"1,699,000",974,6321,6,2,"1,744",1,1925,1913 67th St, Brooklyn,NY,11204
"1430 Ovington Ave, Brooklyn, NY 11219",For Sale,Multi-Family,"1,680,000",974,6321,No Info,3,No Info,1,1925,1430 Ovington Ave, Brooklyn,NY,11219
"440 E 56th St Apt 10F, New York, NY 10022",For Sale,Co-op,"1,250,000",1389,1800,1,1,900,1,1955,440 E 56th St Apt 10F, New York,NY,10022
"115 E 9th St Apt 5H, New York, NY 10003",For Sale,Co-op,"1,645,000",1495,1832,2,2,"1,100",1,1955,115 E 9th St Apt 5H, New York,NY,10003
"1 Hazel Pl Unit 1, Bronx, NY 10465",For Sale,Co-op,"429,000",505,430,2,2,850,1,1930,1 Hazel Pl Unit 1, Bronx,NY,10465
"133 Rockne St, Richmond Hill, NY 10314",For Sale,Multi-Family,"759,000",316,430,4,1,"2,400",1,1984,133 Rockne St, Richmond Hill,NY,10314
"21 Pell Pl, Bronx, NY 10464",For Sale,Single Family,"539,000",431,430,2,1,"1,252",1,1925,21 Pell Pl, Bronx,NY,10464
"3850 Hudson Manor Ter Apt 5CW, Bronx, NY 10463",For Sale,Co-op,"569,000",379,1785,3,2,"1,500",1,1954,3850 Hudson Manor Ter Apt 5CW, Bronx,NY,10463
"29-50 137th St Unit Lf, Flushing, NY 11354",For Sale,Co-op,"329,000",379,835,2,1,No Info,1,1960,29-50 137th St Unit Lf, Flushing,NY,11354
"1719 Mahan Ave, Bronx, NY 10461",For Sale,Single Family,"569,000",539,835,3,1,"1,056",1,1925,1719 Mahan Ave, Bronx,NY,10461
"2026 Story Ave, Bronx, NY 10473",For Sale,Single Family,"650,000",349,835,3,3,"1,860",1,1987,2026 Story Ave, Bronx,NY,10473
"27110 Grand Central Pkwy Apt 32T, Floral Park, NY 11005",For Sale,Co-op,"319,000",384,1208,1,1,830,1,1975,27110 Grand Central Pkwy Apt 32T, Floral Park,NY,11005
"5800 Arlington Ave Apt 6O, Bronx, NY 10471",For Sale,Co-op,"210,000",420,677,No Info,1,500,1,1966,5800 Arlington Ave Apt 6O, Bronx,NY,10471
"209-34 111th Ave, Queens Village, NY 11429",For Sale,Single Family,"690,000",420,677,4,1,No Info,4,1925,209-34 111th Ave, Queens Village,NY,11429
"1648 E 93rd St, Brooklyn, NY 11236",For Sale,Multi-Family,"999,000",396,677,5,2,"2,520",4,1965,1648 E 93rd St, Brooklyn,NY,11236
"160-23 83rd St, Howard Beach, NY 11414",For Sale,Single Family,"849,000",396,677,5,2,No Info,4,1965,160-23 83rd St, Howard Beach,NY,11414
"811 Walton Ave Apt E16, New York, NY 10451",For Sale,Co-op,"329,000",396,799,1,1,No Info,4,1927,811 Walton Ave Apt E16, New York,NY,10451
"737 Park Ave Apt 7A, New York, NY 10021",For Sale,Condo,"7,450,000",3304,2781,3,3,"2,255",4,1940,737 Park Ave Apt 7A, New York,NY,10021
"5700 Arlington Ave Apt 9X, New York, NY 10471",For Sale,Co-op,"400,000",3304,983,2,1,No Info,4,1961,5700 Arlington Ave Apt 9X, New York,NY,10471
"25 Oliver St Apt 5E, Brooklyn, NY 11209",For Sale,Co-op,"545,000",495,812,2,1,"1,100",4,1951,25 Oliver St Apt 5E, Brooklyn,NY,11209
"167 Havemeyer St Apt 4, Brooklyn, NY 11211",For Sale,Co-op,"349,000",495,635,2,1,No Info,4,1907,167 Havemeyer St Apt 4, Brooklyn,NY,11211
"17 Erwin Ct, Staten Island, NY 10306",For Sale,Single Family,"599,000",362,635,3,3,"1,655",4,2001,17 Erwin Ct, Staten Island,NY,10306
"163-23 89th St, Howard Beach, NY 11414",For Sale,Single Family,"879,000",362,635,4,3,No Info,4,1965,163-23 89th St, Howard Beach,NY,11414
"64-28 83rd Pl, Middle Village, NY 11379",For Sale,Single Family,"868,000",362,635,3,1,No Info,1,1930,64-28 83rd Pl, Middle Village,NY,11379
"41 Dewey Ave, Staten Island, NY 10308",For Sale,Single Family,"859,888",366,635,4,3,"2,350",1,1965,41 Dewey Ave, Staten Island,NY,10308
"25-64 34th St, Astoria, NY 11103",For Sale,Multi-Family,"1,750,000",366,635,6,3,No Info,2,1930,25-64 34th St, Astoria,NY,11103
"649 Minnieford Ave, Bronx, NY 10464",For Sale,Townhouse,"675,000",331,635,3,2,"2,040",1,1999,649 Minnieford Ave, Bronx,NY,10464
"6242 60th Ave, Maspeth, NY 11378",For Sale,Multi-Family,"1,050,000",670,635,4,2,"1,568",2,1920,6242 60th Ave, Maspeth,NY,11378
"421 W 57th St Apt 4A, New York, NY 10019",For Sale,Co-op,"600,000",670,1091,1,1,No Info,2,1940,421 W 57th St Apt 4A, New York,NY,10019
"630 Macon St, Bed Stuy, NY 11233",For Sale,Multi-Family,"2,500,000",670,1091,6,3,No Info,2,1901,630 Macon St, Bed Stuy,NY,11233
"8308 14th Ave, Brooklyn, NY 11228",For Sale,Single Family,"1,399,000",530,1091,3,2,"2,640",2,1935,8308 14th Ave, Brooklyn,NY,11228
"1010 5th Ave Unit 13CDE, New York, NY 10028",For Sale,Co-op,"11,700,000",530,14829,5,5,No Info,2,1928,1010 5th Ave Unit 13CDE, New York,NY,10028
"10 W 66th St Apt 4H, New York, NY 10023",For Sale,Co-op,"699,000",530,1008,No Info,1,No Info,2,1969,10 W 66th St Apt 4H, New York,NY,10023
"317 W 54th St Apt 2A, New York, NY 10019",For Sale,Co-op,"729,000",530,1300,1,1,No Info,2,1980,317 W 54th St Apt 2A, New York,NY,10019
"35 W 78th St Unit B34, New York, NY 10024",For Sale,Co-op,"710,000",530,1054,2,1,No Info,2,1937,35 W 78th St Unit B34, New York,NY,10024
"43-67 170th St, Flushing, NY 11358",For Sale,Single Family,"978,888",576,1054,3,2,"1,700",2,1920,43-67 170th St, Flushing,NY,11358
"961 Washington Ave Apt 2E, Brooklyn, NY 11225",For Sale,Condo,"495,000",723,674,1,1,685,2,1920,961 Washington Ave Apt 2E, Brooklyn,NY,11225
"67-31 182nd St, Fresh Meadows, NY 11365",For Sale,Single Family,"1,129,000",782,674,4,2,"1,443",1,1945,67-31 182nd St, Fresh Meadows,NY,11365
"929 Park Ave Unit 10C, New York, NY 10028",For Sale,Co-op,"1,895,000",782,3904,2,2,No Info,1,1912,929 Park Ave Unit 10C, New York,NY,10028
"103 131st St, Jamaica, NY 11419",For Sale,Single Family,"695,000",782,3904,3,1,No Info,1,1912,103 131st St, Jamaica,NY,11419
"130 W 30th St Apt 8C, New York, NY 10001",For Sale,Condo,"2,350,000",1139,1882,3,3,"2,064",1,2003,130 W 30th St Apt 8C, New York,NY,10001
"2717 Haring St, Brooklyn, NY 11235",For Sale,Multi-Family,"1,398,000",588,1882,5,2,"2,376",1,1965,2717 Haring St, Brooklyn,NY,11235
"1733 W 5th St, Brooklyn, NY 11223",For Sale,Multi-Family,"1,798,000",661,1882,6,4,"2,720",1,1965,1733 W 5th St, Brooklyn,NY,11223
"2518 Avenue N, New York, NY 11210",For Sale,Townhouse,"750,000",480,1882,3,1,"1,564",1,1965,2518 Avenue N, New York,NY,11210
"238 Ovington Ave, Brooklyn, NY 11209",For Sale,Townhouse,"1,800,000",602,1882,4,3,"2,988",1,1965,238 Ovington Ave, Brooklyn,NY,11209
"392 Central Park W Apt 18M, New York, NY 10025",For Sale,Condo,"1,295,000",1533,592,1,1,845,1,1960,392 Central Park W Apt 18M, New York,NY,10025
"12214 S Elizabeth St, Chicago, IL 60643",For Sale,Single Family,"129,900",134,592,3,1,966,2,1958,12214 S Elizabeth St, Chicago,IL,60643
"345 N Canal St Apt 902, Chicago, IL 60606",For Sale,Condo,"329,900",264,744,2,1,"1,250",2,1900,345 N Canal St Apt 902, Chicago,IL,60606
"8952 S Aberdeen St, Chicago, IL 60620",For Sale,Multi-Family,"175,000",264,744,8,4,No Info,2,1916,8952 S Aberdeen St, Chicago,IL,60620
"815 E Drexel Sq Unit 2, Chicago, IL 60615",For Sale,Condo,"309,000",155,285,3,2,"2,000",2,1928,815 E Drexel Sq Unit 2, Chicago,IL,60615
"5031 S Laramie Ave, Chicago, IL 60638",For Sale,Single Family,"275,000",151,285,4,2,"1,824",2,1952,5031 S Laramie Ave, Chicago,IL,60638
"10800 S Longwood Dr, Chicago, IL 60643",For Sale,Single Family,"300,000",162,285,3,2,"1,856",1,1920,10800 S Longwood Dr, Chicago,IL,60643
"1353 W Fargo Ave Apt 2E, Chicago, IL 60626",For Sale,Condo,"180,000",162,352,2,1,No Info,1,1950,1353 W Fargo Ave Apt 2E, Chicago,IL,60626
"3337 W 61st Pl, Chicago, IL 60629",For Sale,Single Family,"259,900",138,352,3,2,"1,880",2,1951,3337 W 61st Pl, Chicago,IL,60629
"6033 N Sheridan Rd Apt 15M, Chicago, IL 60660",For Sale,Condo,"185,000",166,502,1,1,"1,117",1,1972,6033 N Sheridan Rd Apt 15M, Chicago,IL,60660
"10517 S Eggleston Ave, Chicago, IL 60628",For Sale,Single Family,"277,750",198,502,6,3,"1,400",1,1924,10517 S Eggleston Ave, Chicago,IL,60628
"7423 N Sheridan Rd Apt 3W, Chicago, IL 60626",For Sale,No Info,"178,000",No Info,No Info,2,1,No Info,No Info,No Info,7423 N Sheridan Rd Apt 3W, Chicago,IL,60626
"1131 W Lunt Ave Apt 106, Chicago, IL 60626",For Sale,Condo,"169,000",138,231,2,1,"1,228",1,1967,1131 W Lunt Ave Apt 106, Chicago,IL,60626
"5354 S Kildare Ave, Chicago, IL 60632",For Sale,Single Family,"289,000",119,231,3,2,"2,426",3,1953,5354 S Kildare Ave, Chicago,IL,60632
"6451 N Northwest Hwy Unit A2N, Chicago, IL 60631",For Sale,Condo,"212,000",177,229,2,1,"1,200",3,1979,6451 N Northwest Hwy Unit A2N, Chicago,IL,60631
"10004 S Washtenaw Ave, Chicago, IL 60655",For Sale,Single Family,"225,000",224,229,2,1,"1,003",1,1955,10004 S Washtenaw Ave, Chicago,IL,60655
"4700 W Deming Pl, Chicago, IL 60639",For Sale,Single Family,"399,900",200,229,5,3,"2,000",2,1921,4700 W Deming Pl, Chicago,IL,60639
"4825 W Oakdale Ave, Chicago, IL 60641",For Sale,Multi-Family,"299,000",200,229,5,2,No Info,1,1925,4825 W Oakdale Ave, Chicago,IL,60641
"3914 N Kedvale Ave Unit 1, Chicago, IL 60641",For Sale,Condo,"189,900",200,220,2,1,No Info,1,1930,3914 N Kedvale Ave Unit 1, Chicago,IL,60641
"3648 W Berteau Ave Unit 1, Chicago, IL 60618",For Sale,Condo,"215,000",200,179,2,1,No Info,1,1930,3648 W Berteau Ave Unit 1, Chicago,IL,60618
"2423 N Newland Ave, Chicago, IL 60707",For Sale,Single Family,"349,900",350,179,2,1,"1,000",1,1930,2423 N Newland Ave, Chicago,IL,60707
"100 N Hermitage Ave Unit 808, Chicago, IL 60612",For Sale,Condo,"305,000",231,604,2,2,"1,318",2,2004,100 N Hermitage Ave Unit 808, Chicago,IL,60612
"111 S Morgan St Apt 602, Chicago, IL 60607",For Sale,Condo,"425,000",231,609,2,2,No Info,1,2002,111 S Morgan St Apt 602, Chicago,IL,60607
"3119 N Western Ave, Chicago, IL 60618",For Sale,Single Family,"596,999",497,609,2,2,"1,200",2,1920,3119 N Western Ave, Chicago,IL,60618
"6730 N Campbell Ave, Chicago, IL 60645",For Sale,Multi-Family,"465,000",497,609,4,3,No Info,2,1925,6730 N Campbell Ave, Chicago,IL,60645
"900 N Kingsbury St Apt 925, Chicago, IL 60610",For Sale,Condo,"399,999",497,944,2,2,No Info,1,1934,900 N Kingsbury St Apt 925, Chicago,IL,60610
"2638 N Orchard St Apt 1F, Chicago, IL 60614",For Sale,Condo,"375,000",326,300,2,2,"1,150",1,1934,2638 N Orchard St Apt 1F, Chicago,IL,60614
"2302 N Leavitt St Apt 3, Chicago, IL 60647",For Sale,Condo,"699,000",257,245,3,2,"2,725",1,1917,2302 N Leavitt St Apt 3, Chicago,IL,60647
"2361 N California Ave Apt 2N, Chicago, IL 60647",For Sale,Condo,"250,000",257,242,1,1,No Info,1,1917,2361 N California Ave Apt 2N, Chicago,IL,60647
"5623 N Wayne Ave Apt B3, Chicago, IL 60660",For Sale,Condo,"299,000",257,243,2,2,No Info,1,1920,5623 N Wayne Ave Apt B3, Chicago,IL,60660
"2700 W Belmont Ave Unit 202, Chicago, IL 60618",For Sale,Condo,"338,000",262,285,2,2,"1,288",1,2003,2700 W Belmont Ave Unit 202, Chicago,IL,60618
"843 W Adams St Apt 711, Chicago, IL 60607",For Sale,Condo,"615,000",262,600,2,2,No Info,1,2003,843 W Adams St Apt 711, Chicago,IL,60607
"55 E Erie St Apt 3302, Chicago, IL 60611",For Sale,Condo,"725,000",515,884,2,2,"1,407",1,2004,55 E Erie St Apt 3302, Chicago,IL,60611
"30 W Erie St Unit 602, Chicago, IL 60654",For Sale,Condo,"1,025,000",448,1515,3,2,"2,288",1,2007,30 W Erie St Unit 602, Chicago,IL,60654
"4755 S Lavergne Ave, Chicago, IL 60638",For Sale,Single Family,"324,900",322,1515,5,2,"1,008",2,1958,4755 S Lavergne Ave, Chicago,IL,60638
"1125 W Newport Ave Unit L, Chicago, IL 60657",For Sale,Townhome,"475,000",322,215,2,1,No Info,2,1997,1125 W Newport Ave Unit L, Chicago,IL,60657
"1333 N Wolcott Ave Unit 2, Chicago, IL 60622",For Sale,Condo,"505,000",322,200,2,2,No Info,1,2005,1333 N Wolcott Ave Unit 2, Chicago,IL,60622
"2243 N Lister Ave Apt 201, Chicago, IL 60614",For Sale,Condo,"399,000",275,200,3,2,"1,450",1,2005,2243 N Lister Ave Apt 201, Chicago,IL,60614
"2817 N Clybourn Ave, Chicago, IL 60618",For Sale,Multi-Family,"976,000",275,200,6,3,No Info,2,1924,2817 N Clybourn Ave, Chicago,IL,60618
"926 W Fullerton Ave Apt 2, Chicago, IL 60614",For Sale,Condo,"689,900",395,172,3,2,"1,747",2,2007,926 W Fullerton Ave Apt 2, Chicago,IL,60614
"3032 N Seminary Ave Unit 1F, Chicago, IL 60657",For Sale,Condo,"299,000",395,22,2,1,No Info,2,2007,3032 N Seminary Ave Unit 1F, Chicago,IL,60657
"1821 W Byron St, Chicago, IL 60613",For Sale,Single Family,"725,000",395,22,4,2,No Info,2,1900,1821 W Byron St, Chicago,IL,60613
"1320 N Cleveland Ave Unit 3, Chicago, IL 60610",For Sale,Condo,"749,000",357,318,4,3,"2,100",1,1997,1320 N Cleveland Ave Unit 3, Chicago,IL,60610
"8026 S Sacramento Ave, Chicago, IL 60652",For Sale,Single Family,"279,000",196,318,4,1,"1,427",2,1952,8026 S Sacramento Ave, Chicago,IL,60652
"4424 S Indiana Ave Apt 3N, Chicago, IL 60653",For Sale,Condo,"255,000",94,256,3,2,"2,700",2,2004,4424 S Indiana Ave Apt 3N, Chicago,IL,60653
"4426 W Jackson Blvd, Chicago, IL 60624",For Sale,Multi-Family,"321,000",94,256,7,3,No Info,2,1901,4426 W Jackson Blvd, Chicago,IL,60624
"121 E 123rd St, Chicago, IL 60628",For Sale,Single Family,"99,000",84,256,3,1,"1,175",2,1924,121 E 123rd St, Chicago,IL,60628
"2127 W Pierce Ave Apt 1B, Chicago, IL 60622",For Sale,Condo,"265,000",330,280,2,1,803,2,1927,2127 W Pierce Ave Apt 1B, Chicago,IL,60622
"4045 W Crystal St, Chicago, IL 60651",For Sale,Single Family,"375,000",330,280,3,3,No Info,2,1999,4045 W Crystal St, Chicago,IL,60651
"4647 W Addison St, Chicago, IL 60641",For Sale,Single Family,"280,000",197,280,4,1,"1,423",2,1922,4647 W Addison St, Chicago,IL,60641
"4106 W Gladys Ave, Chicago, IL 60624",For Sale,Multi-Family,"449,000",197,280,7,3,No Info,2,1906,4106 W Gladys Ave, Chicago,IL,60624
"2527 W Congress Pkwy, Chicago, IL 60612",For Sale,Multi-Family,"850,000",236,280,6,6,"3,600",2,2019,2527 W Congress Pkwy, Chicago,IL,60612
"2108 W Erie St Apt 2W, Chicago, IL 60612",For Sale,Condo,"400,000",236,167,2,2,No Info,1,1999,2108 W Erie St Apt 2W, Chicago,IL,60612
"844 N Marshfield Ave Unit 1F, Chicago, IL 60622",For Sale,Townhome,"499,000",236,229,3,2,No Info,1,1999,844 N Marshfield Ave Unit 1F, Chicago,IL,60622
"5214 N Potawatomie St Unit 3E, Chicago, IL 60656",For Sale,Condo,"147,900",148,200,2,1,"1,000",1,1971,5214 N Potawatomie St Unit 3E, Chicago,IL,60656
"2428 W Augusta Blvd Unit 3, Chicago, IL 60622",For Sale,Condo,"475,000",339,200,2,2,"1,400",1,2007,2428 W Augusta Blvd Unit 3, Chicago,IL,60622
"1601 S Michigan Ave Apt 107, Chicago, IL 60616",For Sale,Condo,"340,000",241,618,2,2,"1,410",1,1925,1601 S Michigan Ave Apt 107, Chicago,IL,60616
"2013 W Farragut Ave Unit 1, Chicago, IL 60625",For Sale,Condo,"239,900",241,380,2,1,No Info,1,1929,2013 W Farragut Ave Unit 1, Chicago,IL,60625
"2851 N Oak Park Ave, Chicago, IL 60634",For Sale,Single Family,"339,900",228,380,4,2,"1,488",2,1947,2851 N Oak Park Ave, Chicago,IL,60634
"6127 S Rutherford Ave, Chicago, IL 60638",For Sale,Single Family,"379,900",302,380,4,3,"1,260",3,1957,6127 S Rutherford Ave, Chicago,IL,60638
"1857 N California Ave Unit 1, Chicago, IL 60647",For Sale,Condo,"699,000",241,380,4,3,"2,900",3,2019,1857 N California Ave Unit 1, Chicago,IL,60647
"440 N Wabash Ave Apt 2905, Chicago, IL 60611",For Sale,Condo,"399,900",358,598,2,2,"1,118",1,1992,440 N Wabash Ave Apt 2905, Chicago,IL,60611
"912 S Bell Ave, Chicago, IL 60612",For Sale,Multi-Family,"739,000",358,598,3,3,No Info,2,1883,912 S Bell Ave, Chicago,IL,60612
"832 N Mozart St, Chicago, IL 60622",For Sale,Multi-Family,"450,000",358,598,4,3,No Info,2,1917,832 N Mozart St, Chicago,IL,60622
"702 N Noble St, Chicago, IL 60642",For Sale,Multi-Family,"639,000",358,598,6,4,No Info,2,1890,702 N Noble St, Chicago,IL,60642
"5304 N Mason Ave, Chicago, IL 60630",For Sale,Single Family,"414,900",207,598,5,2,"2,000",2,1930,5304 N Mason Ave, Chicago,IL,60630
"5454 S Cornell Ave Apt 2W, Chicago, IL 60615",For Sale,Condo,"160,000",207,312,1,1,No Info,2,1919,5454 S Cornell Ave Apt 2W, Chicago,IL,60615
"4911 N Wolcott Ave Apt 1B, Chicago, IL 60640",For Sale,Condo,"205,000",256,344,1,1,800,2,1940,4911 N Wolcott Ave Apt 1B, Chicago,IL,60640
"1367 W Crystal St Unit 1, Chicago, IL 60642",For Sale,Condo,"524,900",219,241,4,3,"2,400",2,2003,1367 W Crystal St Unit 1, Chicago,IL,60642
"30 E Huron St Apt 3110, Chicago, IL 60611",For Sale,Condo,"299,500",382,628,1,1,785,2,1980,30 E Huron St Apt 3110, Chicago,IL,60611
"5919 W Eddy St, Chicago, IL 60634",For Sale,Single Family,"499,999",177,628,6,3,"2,823",2,1930,5919 W Eddy St, Chicago,IL,60634
"2625 W Belmont Ave Unit 1, Chicago, IL 60618",For Sale,Condo,"449,900",177,224,3,3,No Info,1,2003,2625 W Belmont Ave Unit 1, Chicago,IL,60618
"1144 W Schubert Ave Apt 6, Chicago, IL 60614",For Sale,Condo,"350,000",177,329,2,1,No Info,1,1890,1144 W Schubert Ave Apt 6, Chicago,IL,60614
"1235 S Prairie Ave Apt 3508, Chicago, IL 60605",For Sale,Condo,"329,000",356,489,1,1,924,1,2004,1235 S Prairie Ave Apt 3508, Chicago,IL,60605
"1857 N California Ave Unit 2, Chicago, IL 60647",For Sale,Condo,"499,000",320,489,2,2,"1,560",1,2019,1857 N California Ave Unit 2, Chicago,IL,60647
"2310 W St Paul Ave Unit 301B, Chicago, IL 60647",For Sale,Condo,"399,000",320,331,2,1,No Info,1,2000,2310 W St Paul Ave Unit 301B, Chicago,IL,60647
